Ticker,Date,Open,High,Low,Close,Adj Close,Volume
DASH,12/9/2020,182,195.5,163.800003,189.509995,189.509995,25373700
DASH,12/10/2020,179.710007,187.695007,172.636002,186,186,9307600
DASH,12/11/2020,176.520004,182,168.25,175,175,4760600
DASH,12/14/2020,169.100006,170,151.199997,160,160,7859600
DASH,12/15/2020,157.100006,161.419998,153.759995,158.889999,158.889999,5017000
DASH,12/16/2020,161.179993,167.470001,157.199997,158.050003,158.050003,3061300
DASH,12/17/2020,159.100006,161.660004,149.949997,154.210007,154.210007,6369800
DASH,12/18/2020,154.210007,169.949997,147.320007,166.350006,166.350006,8157800
DASH,12/21/2020,169.070007,173.460007,155,160.229996,160.229996,3884200
DASH,12/22/2020,161.050003,163.210007,153.421997,156.789993,156.789993,2386700
DASH,12/23/2020,155,161.559998,150.25,158.220001,158.220001,1759900
DASH,12/24/2020,157.380005,158.600006,153.070007,158.460007,158.460007,673000
DASH,12/28/2020,158.25,158.449997,141.505005,147.889999,147.889999,3807700
DASH,12/29/2020,146.119995,147.399994,139.639999,141.270004,141.270004,3849500
DASH,12/30/2020,144.399994,147.979996,139.800003,140.199997,140.199997,3121100
DASH,12/31/2020,140.199997,146.5,135.380005,142.75,142.75,2635600
DASH,1/4/2021,142.5,143.619995,137.169998,139.190002,139.190002,2026400
DASH,1/5/2021,138,146.119995,137.835007,144.429993,144.429993,1031800
DASH,1/6/2021,141.270004,142,138.210007,140.009995,140.009995,1929000
