Ticker,Date,Open,High,Low,Close,Adj Close,Volume
UAL,1/7/2016,54.400002,54.810001,52.34,52.630001,52.630001,6095600
UAL,1/8/2016,53.619999,53.860001,51.759998,51.889999,51.889999,6365600
UAL,1/11/2016,52.200001,52.549999,50.349998,51.619999,51.619999,8451200
UAL,1/12/2016,51.66,51.700001,49.709999,50.860001,50.860001,10054900
UAL,1/13/2016,51.16,51.279999,47.759998,48.060001,48.060001,8043600
UAL,1/14/2016,48.34,48.59,45.889999,47.830002,47.830002,9801600
UAL,1/15/2016,46.419998,46.889999,44.93,45.669998,45.669998,10924000
UAL,1/19/2016,46.509998,46.970001,44.639999,45.18,45.18,8597400
UAL,1/20/2016,44.77,46.200001,42.169998,45.119999,45.119999,11771600
UAL,1/21/2016,45.110001,46.66,44.25,45.330002,45.330002,10292600
UAL,1/22/2016,45.93,47.73,45.93,46.720001,46.720001,8290100
UAL,1/25/2016,46.91,47.259998,46.34,46.439999,46.439999,5578400
UAL,1/26/2016,46.830002,47.27,46.310001,47.23,47.23,5602800
UAL,1/27/2016,47.700001,49.41,47.369999,47.709999,47.709999,8127200
UAL,1/28/2016,47.970001,48.139999,45.77,46.110001,46.110001,7770500
UAL,1/29/2016,45.310001,48.540001,45.27,48.279999,48.279999,9056700
UAL,2/1/2016,47.709999,49.200001,47.52,48.860001,48.860001,6719300
UAL,2/2/2016,48.27,48.48,46.049999,46.450001,46.450001,7114500
UAL,2/3/2016,46.630001,48.299999,45.049999,47.57,47.57,6490000
UAL,2/4/2016,47.18,48.619999,47.07,48.41,48.41,5711500
UAL,2/5/2016,48.41,49.16,46.48,46.860001,46.860001,5164900
UAL,2/8/2016,45.900002,46.419998,45.16,45.68,45.68,7691700
UAL,2/9/2016,44.970001,47.029999,44,46.48,46.48,9300200
UAL,2/10/2016,47.41,48.799999,47.07,47.709999,47.709999,7833000
UAL,2/11/2016,46.540001,47.849998,46.48,46.98,46.98,4926400
UAL,2/12/2016,47.290001,48.43,46.580002,48.349998,48.349998,4097600
UAL,2/16/2016,48.720001,49.25,47.799999,48.869999,48.869999,4593500
UAL,2/17/2016,49.419998,50.93,49.290001,50.610001,50.610001,4214400
UAL,2/18/2016,51.07,52.200001,50.720001,51.939999,51.939999,5575100
UAL,2/19/2016,51.790001,55.060001,51.130001,53.82,53.82,9733300
UAL,2/22/2016,54.130001,55.84,53.959999,55.490002,55.490002,6665900
UAL,2/23/2016,55.09,55.889999,54.619999,55.450001,55.450001,4317100
UAL,2/24/2016,54.82,56.299999,54.669998,56.259998,56.259998,5594700
UAL,2/25/2016,56.439999,56.91,55.73,56.860001,56.860001,4654600
UAL,2/26/2016,56.889999,57.169998,56.119999,56.580002,56.580002,4498800
UAL,2/29/2016,56.380001,57.799999,56.009998,57.259998,57.259998,5605200
UAL,3/1/2016,57.630001,58.84,57.259998,58.400002,58.400002,5216500
UAL,3/2/2016,57.900002,58.48,57.27,57.919998,57.919998,4849100
UAL,3/3/2016,57.93,58.799999,57.799999,58.34,58.34,5190000
UAL,3/4/2016,58.650002,58.950001,57.66,58,58,5766900
UAL,3/7/2016,57.549999,58.09,56.84,57.610001,57.610001,4920400
UAL,3/8/2016,56.360001,57.450001,55.290001,56.34,56.34,7848100
UAL,3/9/2016,56.740002,57.59,56.470001,57.439999,57.439999,4755100
UAL,3/10/2016,57.599998,57.869999,56.650002,57.259998,57.259998,3509500
UAL,3/11/2016,57.959999,58.41,57.720001,58.369999,58.369999,3119700
UAL,3/14/2016,58,59.09,57.84,58.98,58.98,3942500
UAL,3/15/2016,58.57,59.299999,57.939999,58.049999,58.049999,4730800
UAL,3/16/2016,57.66,59.029999,57.419998,58.77,58.77,3670900
UAL,3/17/2016,58.709999,59.16,58.209999,58.84,58.84,3279000
UAL,3/18/2016,58.900002,60.669998,58.860001,60.41,60.41,7375300
UAL,3/21/2016,60.380001,61.41,60.349998,61.189999,61.189999,3629200
UAL,3/22/2016,59.509998,60.959999,59.41,60.490002,60.490002,4467900
