Ticker,Date,Open,High,Low,Close,Adj Close,Volume
HLT,1/7/2016,40.260239,40.691158,39.27528,39.500999,38.038303,13039400
HLT,1/8/2016,39.972961,40.629601,39.254761,39.295799,37.840698,3435900
HLT,1/11/2016,39.521519,40.301281,38.987999,39.48048,38.018551,4270800
HLT,1/12/2016,39.870361,40.362839,39.439442,40.137119,38.650871,3502200
HLT,1/13/2016,39.993481,40.198681,37.941479,38.044079,36.635338,5022400
HLT,1/14/2016,37.120682,37.818359,36.135719,37.756802,36.358688,5821200
HLT,1/15/2016,36.54612,36.730801,35.540642,36.423,35.074284,5868100
HLT,1/19/2016,36.771839,36.915482,34.76088,35.520119,34.204834,3537600
HLT,1/20/2016,34.925041,37.038601,33.16032,36.402481,35.054531,8575300
HLT,1/21/2016,36.381962,38.249279,36.340919,37.674721,36.279655,7649800
HLT,1/22/2016,38.290321,38.721241,36.936001,37.49004,36.101807,4069100
HLT,1/25/2016,37.469521,37.715759,35.47908,35.745838,34.422195,4192000
HLT,1/26/2016,36.094681,38.02356,35.868961,37.941479,36.53653,4570600
HLT,1/27/2016,37.613159,37.962002,36.5256,36.771839,35.410198,3543100
HLT,1/28/2016,37.26432,37.28484,35.130241,35.253361,33.94796,4624400
HLT,1/29/2016,35.438042,36.54612,35.232841,36.54612,35.192848,4175200
HLT,2/1/2016,36.464039,37.05912,35.951038,36.85392,35.48925,2887200
HLT,2/2/2016,36.279362,36.279362,35.06868,35.458561,34.145554,3482300
HLT,2/3/2016,35.68428,35.930519,34.042679,35.725319,34.402443,3050900
HLT,2/4/2016,35.37648,37.243801,35.294399,37.120682,35.746136,3505700
HLT,2/5/2016,36.997559,37.16172,35.8074,36.1152,34.777878,3374800
HLT,2/8/2016,35.7048,36.176762,35.048161,35.868961,34.54076,5068300
HLT,2/9/2016,35.7048,37.407959,35.335442,36.197281,34.856926,3629100
HLT,2/10/2016,36.381962,37.654202,36.361439,37.100159,35.726372,3420300
HLT,2/11/2016,36.279362,36.894958,35.971561,36.628201,35.271889,5605700
HLT,2/12/2016,37.141201,38.249279,36.936001,38.044079,36.635338,4209800
HLT,2/16/2016,38.659679,39.234241,37.879921,38.96748,37.524536,3867300
HLT,2/17/2016,39.193199,40.609081,39.193199,40.4244,38.927521,4682300
HLT,2/18/2016,40.280762,40.978439,39.07008,40.239719,38.749672,4251600
HLT,2/19/2016,40.034519,40.937401,39.17268,40.793758,39.283195,5255500
HLT,2/22/2016,41.36832,42.045479,40.1166,40.834801,39.322716,3418400
HLT,2/23/2016,40.732201,41.676121,40.588558,40.793758,39.283195,2867300
HLT,2/24/2016,40.4244,40.916882,39.459961,40.814281,39.302959,3419000
HLT,2/25/2016,40.896358,41.614559,40.362839,41.450401,39.91552,2662600
HLT,2/26/2016,43.605,43.994881,41.553001,42.476398,40.903526,6245200
HLT,2/29/2016,42.476398,42.702122,41.347801,42.64056,41.061615,5197200
HLT,3/1/2016,43.050961,43.399799,42.33276,42.989399,41.39753,2996700
HLT,3/2/2016,43.009918,43.9128,42.989399,43.892281,42.266983,3146600
HLT,3/3/2016,43.8102,44.44632,43.58448,44.302681,42.662182,2253200
HLT,3/4/2016,44.487358,44.938801,44.056438,44.918282,43.254986,2764100
HLT,3/7/2016,44.692558,45.020882,44.138519,44.241119,42.602901,2571800
HLT,3/8/2016,43.871761,43.974361,42.927841,42.96888,41.377777,2872000
HLT,3/9/2016,43.215118,43.317719,42.10704,42.620041,41.04184,2338500
HLT,3/10/2016,42.907318,43.009918,41.26572,42.086521,40.528088,2573900
HLT,3/11/2016,42.661079,43.625519,41.942879,43.625519,42.010101,2795500
HLT,3/14/2016,44.405281,44.589958,43.666561,43.728119,42.108894,4016400
HLT,3/15/2016,43.399799,43.563961,42.927841,43.338242,41.733463,2036400
HLT,3/16/2016,43.050961,43.7076,42.804722,43.563961,42.090321,3070000
HLT,3/17/2016,43.37928,43.646042,42.578999,43.58448,42.110146,2348000
HLT,3/18/2016,43.871761,45.39024,43.871761,45.16452,43.636734,4138500
HLT,3/21/2016,45.39024,46.375198,45.26712,45.985321,44.429771,4822400
HLT,3/22/2016,45.39024,45.90324,45.082439,45.718559,44.172039,4440900
HLT,3/23/2016,45.69804,45.821159,44.75412,45.020882,43.497959,2723400
HLT,3/24/2016,44.815681,45.28764,44.4258,45.28764,43.755692,3913100
HLT,3/28/2016,45.574921,46.087921,44.569439,45.718559,44.172039,3011400
HLT,3/29/2016,45.739079,46.169998,45.36972,46.087921,44.5289,3021000
HLT,3/30/2016,46.457279,46.74456,45.923759,46.64196,45.064205,3100000
HLT,3/31/2016,46.662479,46.97028,46.12896,46.21104,44.647861,1922100
HLT,4/1/2016,45.26712,45.451801,44.076962,45.16452,43.636734,7315200
HLT,4/4/2016,45.226082,45.780121,44.836201,45.533878,43.993599,2209400
HLT,4/5/2016,45.082439,45.144001,44.487358,44.815681,43.299706,3276600
HLT,4/6/2016,44.75412,45.677521,44.384762,45.657001,44.112564,3131400
HLT,4/7/2016,45.246601,45.533878,44.95932,45.349201,43.81517,3204500
HLT,4/8/2016,45.882721,46.416241,45.574921,45.759602,44.211689,2762900
HLT,4/11/2016,46.02636,46.559879,45.739079,45.759602,44.211689,2507500
HLT,4/12/2016,46.375198,46.908718,45.944279,46.087921,44.5289,4462000
HLT,4/13/2016,46.23156,46.826641,46.00584,46.785599,45.20298,2841900
HLT,4/14/2016,46.929241,47.216518,46.580399,46.600922,45.024548,2260200
HLT,4/15/2016,46.416241,46.682999,45.718559,46.149479,44.588383,2432600
HLT,4/18/2016,46.12896,46.23156,45.410759,45.615959,44.072906,3384200
HLT,4/19/2016,45.657001,46.067402,45.308159,45.780121,44.231522,2436500
HLT,4/20/2016,45.944279,45.964802,44.979839,44.979839,43.458302,5996400
HLT,4/21/2016,45.18504,46.169998,45.18504,45.39024,43.854824,4251900
HLT,4/22/2016,45.246601,45.636478,44.118,44.4258,42.923004,4794000
HLT,4/25/2016,44.507881,45.18504,44.507881,44.610481,43.101437,3844100
HLT,4/26/2016,44.610481,44.815681,43.543442,44.405281,42.903183,5203600
HLT,4/27/2016,44.076962,46.169998,43.974361,45.718559,44.172039,4117200
