date,open,high,low,close,adj_close,volume,high_low,pct_change,mdav5,ema5,ema26,ema12,macd,macd_signalline
2019-01-14,91.79000092,93.15000153,91.31999969,92.83000183,85.03861237,2178600,1.8300018399999942,,,,,,,
2019-01-15,93.45999908,93.73000336,91.94000244,92.44999695,84.69049835,1953500,1.790000919999997,,,,,,,
2019-01-16,92.12000275,93.37000275,91.86000061,92.98999786,85.18516541,2316100,1.5100021399999974,,,,,,,
2019-01-17,92.54000092,94.12999725,92.30999756,93.41999817,85.57907867,3069200,1.819999690000003,,,,,,,
2019-01-18,94.31999969,95.76000214,92.90000153,95.30000305,87.30129242,4014900,2.86000061,,93.39799957199999,93.62495138822834,,,,
2019-01-22,94.61000061,95.40000153,92.81999969,93.0,85.19433594,4733500,2.580001839999994,0.0018312101486610555,93.43199920599997,93.46834599378846,,,,
2019-01-23,93.29000092,93.79000092,92.20999908,92.62999725,84.85538483,2542400,1.5800018399999942,0.0019469300950216706,93.46799926599996,93.27453099366362,,,,
2019-01-24,92.5,93.02999878,91.33000183,91.33000183,83.664505,3194000,1.6999969499999992,-0.01785123504404773,93.13600005999997,92.8522288084976,,,,
2019-01-25,92.25,93.62000275,91.61000061,93.01999664,85.21264648,2044800,2.0100021399999974,-0.004281796388729386,93.05599975399998,92.88691193626849,,,,
2019-01-28,92.0,93.05000305,91.91000366,92.5,84.73629761,2349500,1.1399993899999998,-0.029380948882864244,92.49599914399998,92.81000585151045,,,,
2019-01-29,92.73000336,93.69000244,91.88999939,93.34999847,85.51496124,2056500,1.8000030500000008,0.0037634579395724455,92.565998838,92.91400113729969,,,,
2019-01-30,94.04000092,95.25,93.65000153,94.52999878,86.59590912,3093300,1.5999984700000027,0.02051165395675225,92.94599914400001,93.21735751418926,,93.14887861370647,,
2019-01-31,96.09999847,96.59999847,95.06999969,95.41000366,87.40206909,4044500,1.5299987799999997,0.04467323496385944,93.76199951000001,93.62047551007618,,93.41781557763653,,
2019-02-01,95.56999969,95.94999695,93.41000366,94.20999908,86.30278778,2618100,2.539993289999998,0.012793186751403951,93.999999998,93.72702848358134,,93.50823821475713,,
2019-02-04,93.80000305,94.76000214,93.20999908,94.76000214,86.80662537,2758500,1.5500030599999945,0.02443259640076234,94.45200042600001,93.9111406463906,,93.6459917413896,,
2019-02-05,94.76000214,95.54000092,94.40000153,95.16999817,87.18219757,2849300,1.1399993899999998,0.01949642852928224,94.81600036600001,94.1329472875157,,93.80832759653204,,
2019-02-06,94.65000153,95.44000244,94.33999634,94.41999817,86.49516296,3127800,1.1000061000000017,-0.0011634055352475192,94.79400024400002,94.18304727000368,,93.87160933016523,,
2019-02-07,94.41000366,95.20999908,91.36000061,91.73999786,84.04008484,5291500,3.8499984700000027,-0.0384657283861104,94.05999908400001,93.75998158249664,,93.65677908073985,,
2019-02-08,94.91999817,95.16999817,91.72000122,93.51999664,85.67068481,4248400,3.449996949999999,-0.0073242474114664224,93.92199859600002,93.7186916825388,,93.64331498536578,,
2019-02-11,92.98999786,95.34999847,92.87000275,94.23000336,86.32110596,4229500,2.479995720000005,-0.0055931146721872604,93.81599884000002,93.80619267602736,,93.69984917021392,,
2019-02-12,95.25,95.48999786,93.91000366,94.0,86.11039734,2486000,1.5799942000000016,-0.012293796897462128,93.58199920600002,93.83921161993356,,93.72822066335021,,
2019-02-13,94.26999664,96.33000183,94.08999634,96.12000275,88.05246735,2627100,2.2400054900000015,0.018004525764292456,93.92200012200003,94.22635618287262,,93.95039132553059,,
2019-02-14,95.56999969,96.23000336,95.08999634,95.65000153,87.62191772,2701500,1.1400070199999988,0.042620529082274095,94.70400085600002,94.46726694040375,,94.10578567216938,,
2019-02-15,96.0,96.75,95.20999908,95.98999786,88.6750412,2647300,1.540000919999997,0.03506866317997859,95.19800110000003,94.7242885312059,,94.27559476191551,,
2019-02-19,95.44000244,96.95999908,95.38999939,96.75,89.37712859999998,2108000,1.569999690000003,0.03540295975142049,95.702000428,95.06548372067009,,94.49568825600365,,
2019-02-20,96.75,98.12999725,96.06999969,97.44999695,90.02378082,3586900,2.0599975599999993,0.045446120339548646,96.391999818,95.46640483730651,94.41044818009593,94.75534584874056,-0.34489766864463434,-0.34489766864463434
2019-02-21,97.27999878,98.26999664,96.40000153,96.80999756,89.43255615,2054000,1.869995110000005,0.015673482430813346,96.52999877999999,95.69197904336129,94.54951954157565,94.93397236446056,-0.38445282288491,-0.3657161708763584
2019-02-22,97.77999878,98.09999847,97.0,97.36000061,89.94064331,2102500,1.0999984700000027,0.026462849140207023,96.871998596,95.97167938879946,94.70906956145615,95.14279421566394,-0.4337246542077935,-0.39081155217947094
2019-02-25,97.15000153,97.69999695,97.01000214,97.29000092,89.87596893,1661000,0.6899948100000017,0.013543018573753951,97.13199920799998,96.1925160315915,94.8527528782599,95.32594008587887,-0.47318720761896316,-0.4147649268347464
2019-02-26,97.33000183,98.29000092,97.18000031,97.83999634,90.38407135,2274400,1.1100006100000002,0.011266223985629598,97.34999847599997,96.46825770552178,95.01601382477084,95.53859604013013,-0.522582215359293,-0.44109329208212655
2019-02-27,98.09999847,98.83999634,97.33000183,97.63999939,90.1993103,1881900,1.5099945099999985,0.0019498123540373502,97.38799896399996,96.6642359876635,95.15693924734481,95.71499513639843,-0.5580558890536196,-0.46605548403052427
2019-02-28,97.93000031,98.05999756,95.94000244,96.36000061,89.0168457,2351200,2.1199951199999987,-0.004648312291362311,97.29799957399997,96.61338131603618,95.22049221698339,95.76876167382318,-0.5482694568397903,-0.48181425042644294
2019-03-01,96.81999969,97.86000061,96.45999908,97.48000336,90.05150604,2879000,1.4000015299999973,0.0012326210478381672,97.32200012399997,96.75817130932082,95.3379979481788,95.91049572704833,-0.5724977788695327,-0.4977366924763712
2019-03-04,98.41000366,98.41000366,95.65000153,97.27999878,89.86673737,2386200,2.7600021300000037,-0.00010271444202392122,97.31999969599997,96.84531960467858,95.43750220649561,96.02325963175927,-0.5857574252636653,-0.512105559081721
2019-03-05,97.47000122,97.88999939,96.81999969,97.45999908,90.03301239,2511900,1.0699996999999968,-0.0038840799574139107,97.24400024399998,96.94793991986448,95.5396798991473,96.14092244680212,-0.6012425476548202,-0.5257911168861924
2019-03-06,97.45999908,98.76000214,97.04000092,97.59999847,90.16235352,2644600,1.7200012200000003,-0.0004097235319990844,97.23600005999995,97.056769885629,95.64238355741695,96.25982328009424,-0.6174397226772896,-0.5391472843333828
2019-03-07,97.58000183,97.70999908,95.88999939,96.44999695,89.09999847,3638000,1.819999690000003,0.0009341239778393184,97.25399932799995,96.955522026635,95.68213258127132,96.27525016626099,-0.5931175849896704,-0.546668538816408
2019-03-08,95.26000214,95.44999695,93.83999634,94.30999756,87.12306213,3334100,1.6100006100000002,-0.032519655014978,96.61999816799995,96.5141688690503,95.61541171309051,96.11649517571509,-0.5010834626245781,-0.5405564100798427
2019-03-11,95.13999939,96.80000305,94.81999969,96.66999817,89.30321503,2257400,1.9800033599999978,-0.006270644250495616,96.49799804599995,96.5401616410958,95.66610414486686,96.16103584583657,-0.4949317009697012,-0.534640589075705
2019-03-12,97.04000092,98.23999786,96.75,97.38999939,89.96836090000002,2362600,1.4899978600000026,-0.000718086491651726,96.48399810799995,96.68189769998632,95.74806512042984,96.25958158842936,-0.5115164679995132,-0.5317286305255899
2019-03-13,98.05000305,98.34999847,97.37999725,98.08000183,90.60577393,2294500,0.9700012200000003,0.0049180216874178395,96.57999877999995,96.91504724647534,95.8577820565093,96.40507915645715,-0.5472970999478548,-0.5336395803233248
2019-03-14,98.25,98.66999817,97.65000153,98.47000122,90.96604156,1663000,1.0199966400000022,0.020943244916309167,96.98399963399996,97.1743287485819,95.9794678005351,96.56962460093132,-0.5901568003962154,-0.5404225026038911
2019-03-15,98.0,99.80000305,97.90000153,98.51999664,91.01222992,3785800,1.9000015200000036,0.04463993453532211,97.82599944999996,97.398695071847,96.09669489526661,96.72461378050035,-0.6279188852337398,-0.5507173408604333
2019-03-18,98.59999847,99.26999664,97.75,98.72000122,91.1969986,2530800,1.5199966400000022,0.021206219388224756,98.23600005999997,97.61898504349827,96.21664929886374,96.8827779015973,-0.6661286027335507,-0.5640609971495665
