Ticker,Date,Open,High,Low,Close,Adj Close,Volume
BABA,1/7/2016,73.290001,75.5,71.540001,72.720001,72.720001,27288100
BABA,1/8/2016,74.330002,74.660004,70.669998,70.800003,70.800003,20814600
BABA,1/11/2016,71.290001,71.730003,69.019997,69.919998,69.919998,16961400
BABA,1/12/2016,71.449997,72.769997,71,72.68,72.68,13456000
BABA,1/13/2016,72.769997,73.238998,70.220001,70.290001,70.290001,12480200
BABA,1/14/2016,70.290001,72.720001,68.269997,72.25,72.25,17719600
BABA,1/15/2016,68.699997,71,67.541,69.589996,69.589996,20722500
BABA,1/19/2016,71.940002,72.309998,69.809998,70.129997,70.129997,17421700
BABA,1/20/2016,68.025002,69.112,65.339996,68.709999,68.709999,19464400
BABA,1/21/2016,68.779999,71.650002,67.143997,70.720001,70.720001,16576500
BABA,1/22/2016,72.510002,73.339996,69.889999,70.370003,70.370003,15834700
BABA,1/25/2016,70.800003,70.800003,69.019997,69.720001,69.720001,14782800
BABA,1/26/2016,69.010002,70.190002,68.879997,69.769997,69.769997,11473300
BABA,1/27/2016,69.959999,71.419998,68.745003,69.540001,69.540001,18257600
BABA,1/28/2016,72.550003,73.150002,66.669998,66.919998,66.919998,33165100
BABA,1/29/2016,67.980003,68.93,65.400002,67.029999,67.029999,25594700
BABA,2/1/2016,66.5,67.699997,65.349998,67.029999,67.029999,16213800
BABA,2/2/2016,67.050003,67.739998,64.660004,65.089996,65.089996,19150800
BABA,2/3/2016,65.599998,65.730003,60.869999,63.439999,63.439999,31918600
BABA,2/4/2016,64.330002,65.720001,63.099998,64.860001,64.860001,22911500
BABA,2/5/2016,64.709999,64.860001,62.18,62.639999,62.639999,12842800
BABA,2/8/2016,60.900002,62.049999,60.450001,61.099998,61.099998,16157900
BABA,2/9/2016,60.110001,62.220001,59.25,61.389999,61.389999,12738300
BABA,2/10/2016,61.900002,63.09,60.869999,61.779999,61.779999,8998600
BABA,2/11/2016,60.25,61.630001,59.849998,60.57,60.57,15008500
BABA,2/12/2016,61.27,62.779999,60.279999,60.889999,60.889999,13669600
BABA,2/16/2016,64.419998,66.889999,64.040001,66.290001,66.290001,21735400
BABA,2/17/2016,67.300003,67.389999,65.68,66.379997,66.379997,14457100
BABA,2/18/2016,67,68.5,66.230003,66.519997,66.519997,14547800
BABA,2/19/2016,66.800003,67.75,66.089996,67.279999,67.279999,12334900
BABA,2/22/2016,68.300003,69.529999,67.980003,68.839996,68.839996,13405400
