Date,open,high,low,close,adj_close,volume,high_low,pct_change,mdav5,ema5,ema26,ema12,macd,macd_signalline,Ticker,hour,minute,Actual,Predicted
2019-07-16,141.3800048828125,142.1199951171875,139.19999694824222,140.05999755859378,135.71978759765622,1347800,2.919998168945284,-0.023018757379232868,143.3,144.49113989677267,148.0441132352169,146.36740524033024,1.6767079948866694,1.0747984840369815,PXD,0,0,140.05999755859378,139.92999267578122
2019-07-23,138.16999816894528,140.30000305175778,137.02999877929688,139.97000122070312,135.632568359375,1008100,3.270004272460909,-0.0006426420187142234,137.74200134277345,140.6603443959857,146.2700260310388,143.5723309091668,2.697695121872016,1.6445108928120244,PXD,0,0,139.97000122070312,139.92999267578122
2019-07-31,137.67999267578122,139.39999389648438,136.0,138.03999328613278,133.76235961914062,1629200,3.399993896484375,-0.011458120838412245,136.21599731445312,138.0865382952807,144.33351299200257,140.97882899030947,3.3546840016931014,2.363600514863791,PXD,0,0,138.03999328613278,138.21000671386722
2019-08-12,125.38999938964844,127.77999877929688,124.20999908447266,126.75,122.82222747802734,2164300,3.5699996948242188,0.04029871530962814,124.41199951171875,128.0776127089947,139.23396692515934,133.3744329145738,5.8595340105855485,4.000134114718728,PXD,0,0,126.75,126.77999877929688
2019-08-30,123.37000274658205,125.26000213623048,122.45999908447266,123.41999816894531,119.59542083740234,1006600,2.8000030517578267,0.022958937124770484,121.16799926757812,123.18552629381445,132.77560202678285,126.5737592717996,6.201842754983247,5.665694741900376,PXD,0,0,123.41999816894531,123.01000213623048
2019-09-05,125.30999755859376,129.91000366210938,125.30999755859376,128.53999328613278,124.55675506591795,1572000,4.600006103515611,0.06416088727271374,124.39199829101562,124.13208579303121,131.95577138275843,126.28540408017136,5.670367302587067,5.733374662011152,PXD,0,0,128.53999328613278,128.8699951171875
2019-09-10,132.78999328613278,136.53999328613278,132.69000244140622,134.75,130.57432556152344,1663900,3.8499908447265625,0.10035932973037043,129.66799774169922,127.54287315767927,131.9548576544707,127.51170430884028,4.443153345630407,5.502333263546793,PXD,0,0,134.75,134.99000549316406
2019-09-11,135.61000061035156,137.99000549316406,132.74000549316406,133.41000366210938,129.27584838867188,1255700,5.25,0.07432758486341018,131.51399841308594,128.5207282417511,132.00887142054734,127.9654207037496,4.043450716797736,5.356444930304131,PXD,0,0,133.41000366210938,133.55999755859378
2019-09-18,137.14999389648438,139.97000122070312,136.5,137.77000427246094,133.50074768066406,1617800,3.470001220703125,0.03268127298836121,137.36000061035156,134.15190954544082,132.95405924810223,131.1553513316163,1.798707916485938,4.244873084485553,PXD,0,0,137.77000427246094,137.88999938964844
2019-09-27,124.88999938964844,129.05999755859378,124.88999938964844,126.31999969482422,122.82725524902344,1115400,4.169998168945341,-0.05645975088617994,129.08200073242188,130.8286251666754,132.39286997412628,130.76247098923082,1.6303989848954643,2.7708096807523783,PXD,0,0,126.31999969482422,126.77999877929688
2019-10-03,119.86000061035156,125.12999725341795,119.5,124.69000244140624,121.2423324584961,1846300,5.6299972534179545,-0.013137957339224737,123.89800109863282,126.89666816719695,131.11374532528237,128.7066651368058,2.407080188476556,2.5622264298839013,PXD,0,0,124.69000244140624,124.54000091552734
2019-10-08,123.0199966430664,125.68000030517578,122.5,123.45999908447266,120.04632568359376,1628900,3.1800003051757812,0.014211728743447782,123.82400054931641,125.82913629218754,130.40053079313896,127.79376234911874,2.6067684440202186,2.5529517176092456,PXD,0,0,123.45999908447266,123.36000061035156
2019-10-11,131.39999389648438,133.88999938964844,129.77999877929688,132.50999450683594,128.84608459472656,1542000,4.1100006103515625,0.056277283174094306,127.27400054931641,127.510426274448,130.3074843820706,128.18290942832573,2.124574953744883,2.4970558044365068,PXD,0,0,132.50999450683594,132.3699951171875
2019-10-14,130.03999328613278,131.89999389648438,128.50999450683594,129.88999938964844,126.29854583740234,1323800,3.3899993896484375,0.042958212565180176,128.34400024414063,127.90702179364807,130.292007605051,128.31422408941214,1.977783515638862,2.445128573078198,PXD,0,0,129.88999938964844,129.35000610351562
2019-10-21,123.4000015258789,126.31999969482422,123.06999969482422,125.38999938964844,121.92295837402344,1749000,3.25,-0.03464479685310129,127.05400085449219,127.08171749770223,129.715270915707,127.82008568874762,1.8951852269593843,2.187610520318037,PXD,0,0,125.38999938964844,125.4499969482422
2019-10-28,130.74000549316406,131.80999755859378,125.16000366210938,125.5500030517578,122.07853698730469,1684400,6.649993896484403,0.0012760403401956832,129.13400268554688,128.0690689803728,129.6014328090877,128.1966043904087,1.4048284186789886,1.8970018192072542,PXD,0,0,125.5500030517578,125.48999786376952
2019-10-30,127.58999633789062,128.21000671386722,122.22000122070312,122.5500030517578,119.1614990234375,1550100,5.990005493164091,-0.06163846017189034,126.86400299072265,127.01740990424382,129.25156127257782,127.68580528168327,1.5657559908945444,1.8187585191644946,PXD,0,0,122.5500030517578,123.36000061035156
2019-11-22,131.28999328613278,131.89999389648438,129.38999938964844,129.55999755859378,125.97765350341795,1318400,2.5099945068359375,-0.03515061032973599,130.71799926757814,131.5359532433111,130.730671670265,131.07623710208418,-0.34556543181918187,0.1674677973019054,PXD,0,0,129.55999755859378,129.6199951171875
2019-12-03,125.1999969482422,125.27999877929688,122.63999938964844,123.48999786376952,120.07550811767578,1912700,2.6399993896484375,-0.05790338397962436,127.19399719238281,128.63539178320755,130.11751121700468,129.73180207873082,0.3857091382738531,0.09298440209326786,PXD,0,0,123.48999786376952,122.72000122070312
2019-12-09,132.13999938964844,134.16999816894528,131.22999572753906,133.19000244140622,129.50729370117188,1509000,2.9400024414062216,0.05055997583835459,129.87999725341797,130.26883351879567,130.3171555355851,130.2476753989242,0.06948013666089992,0.14247929703447026,PXD,0,0,133.19000244140622,133.19999694824222
2019-12-13,140.8800048828125,141.66000366210938,138.52999877929688,139.99000549316406,136.11927795410156,1684100,3.1300048828125,0.04548185771027535,136.69400329589843,134.276322093185,131.3465794333872,132.30738895246074,-0.9608095190735355,-0.09529821831620752,PXD,0,0,139.99000549316406,140.9499969482422
2019-12-23,147.75999450683594,151.2899932861328,147.3000030517578,150.92999267578125,146.75677490234375,1474800,3.989990234375,0.05273071143384045,147.12799987792968,142.91066400354666,134.4498377922989,137.84809071720127,-3.39825292490238,-1.2161100605645871,PXD,0,0,150.92999267578125,150.99000549316406
2019-12-24,151.39999389648438,152.05999755859375,151.0500030517578,151.8000030517578,147.6027374267578,400300,1.0099945068359375,0.05394721402129021,148.68200073242187,144.39222051158185,135.0925269232488,138.92131475020742,-3.828787826958603,-1.4773778372682596,PXD,0,0,151.8000030517578,152.0800018310547
2020-01-02,152.02000427246094,153.14999389648438,151.1699981689453,152.33999633789062,148.55844116210938,995700,1.9799957275390625,0.006474837472616679,151.68799743652343,148.7661927615114,137.94696379456497,143.1334789436357,-5.186515149070743,-2.8306130805122387,PXD,0,0,152.33999633789062,152.22999572753906
2020-01-03,155.0,156.4199981689453,152.88999938964844,153.35000610351562,149.54339599609375,1782100,3.529998779296875,0.011282579388276037,151.94199829101564,149.53016165184545,138.51751084616737,143.9193656515356,-5.401854805368231,-3.0877372530314524,PXD,0,0,153.35000610351562,154.27000427246094
2020-01-08,157.9600067138672,158.88999938964844,150.6999969482422,152.0800018310547,148.30491638183594,2125400,8.19000244140625,0.004690542163039213,154.56600036621094,151.97870461159587,140.35030045502728,146.4024687233052,-6.05216826827791,-3.8660829584647436,PXD,0,0,152.0800018310547,153.47000122070312
2020-01-14,146.69000244140625,148.11000061035156,145.07000732421875,146.77999877929688,143.13645935058594,1583200,3.0399932861328125,-0.06479784905093433,149.45399780273436,150.11598645776544,141.52155069234104,147.00736345092045,-5.485812758579414,-4.521499918764513,PXD,0,0,146.77999877929688,147.2100067138672
2020-01-16,146.38999938964844,149.30999755859375,146.07000732421875,146.99000549316406,143.34124755859375,1419300,3.239990234375,-0.03442168212902241,147.06999816894532,148.9399906634873,141.86243910358493,146.89189547373786,-5.0294563701529285,-4.6350265599805125,PXD,0,0,146.99000549316406,147.89999389648438
2020-01-23,143.08999633789062,143.3000030517578,140.08000183105472,140.42999267578122,136.944091796875,1974800,3.2200012207030966,-0.03418160029107664,145.63800048828125,146.72455519895718,142.32570082568023,146.37908365102754,-4.053382825347313,-4.5925036741435585,PXD,0,0,140.42999267578122,141.5
2020-01-31,135.02999877929688,135.83999633789062,133.5,135.0,131.64889526367188,1601200,2.339996337890625,-0.04949661915623449,137.56199951171874,140.80964520266426,141.4915370064545,143.22135009552105,-1.729813089066539,-3.651740197917334,PXD,0,0,135.0,136.10000610351562
2020-02-04,135.85000610351562,138.99000549316406,134.96000671386722,135.89999389648438,132.52653503417972,2073400,4.029998779296847,-0.03596524916530486,135.98399963378907,138.84697583518349,140.9662271535452,141.90186048595223,-0.9356333324070363,-3.163156006782425,PXD,0,0,135.89999389648438,135.97000122070312
2020-02-05,138.94999694824222,142.97000122070312,138.58999633789062,142.19000244140625,138.66041564941406,1402700,4.3800048828125,0.023538718033453865,136.63800048828125,139.4041469362206,141.01155438076773,141.92402525177235,-0.912470871004615,-2.9380874932017464,PXD,0,0,142.19000244140625,142.25
2020-02-07,138.75,139.30999755859378,136.6199951171875,137.82000732421878,134.39889526367188,1041700,2.6900024414062784,0.020888895379578942,137.78400268554688,139.28399248771828,140.8729580809485,141.50295716404295,-0.6299990830944466,-2.516604414960614,PXD,0,0,137.82000732421878,137.61000061035156
2020-02-11,139.3800048828125,139.38999938964844,135.83999633789062,136.1300048828125,132.75083923339844,1654000,3.5500030517578125,0.0016925229287920729,138.66600341796874,138.40638448582865,140.5502330614011,140.75216505936325,-0.20193199796216277,-2.096181399059652,PXD,0,0,136.1300048828125,136.75
2020-02-18,137.0,137.94999694824222,133.78999328613278,135.55999755859378,132.19499206542972,1719300,4.160003662109432,-0.008702017018431873,137.71399841308593,138.15864049110343,140.20354609607864,140.00789850218453,0.19564759389410824,-1.364328040244582,PXD,0,0,135.55999755859378,136.1300048828125
2020-02-27,120.7300033569336,127.56999969482422,117.3000030517578,122.66999816894531,119.6249542236328,2747500,10.26999664306642,-0.13933912234720525,131.29399871826172,133.4624198127049,138.7070573001133,137.05953442826495,1.647522871848338,-0.3313035350473581,PXD,0,0,122.66999816894531,122.72000122070312
2020-02-28,117.6999969482422,122.88999938964844,117.6500015258789,122.77999877929688,119.73221588134766,3476400,5.239997863769531,-0.13687175664329554,127.39999847412109,131.68201630713688,138.11715047285668,135.9611086088937,2.156041863962969,-0.08256899514573207,PXD,0,0,122.77999877929688,122.72000122070312
2020-03-04,122.06999969482422,124.54000091552734,120.23999786376952,123.5,120.4343490600586,1788100,4.300003051757827,-0.01585786222259067,122.65999908447266,127.84792589880381,136.45679700595912,133.10835477505992,3.3484422308991952,0.7545800649397362,PXD,0,0,123.5,124.54000091552734
2020-03-11,76.18000030517578,77.47000122070312,67.23999786376953,70.23999786376953,68.49642944335939,4409100,10.230003356933594,-0.4312550366407397,88.02799987792969,101.52454431179623,127.97171090309409,117.61009387411136,10.361617028982735,3.4281804106953278,PXD,0,0,70.23999786376953,70.68000030517578
2020-03-19,56.91999816894531,63.5,55.099998474121094,60.36999893188477,58.87142944335938,4247900,8.400001525878906,-0.0051088058050389185,61.013999938964844,74.1106121513184,114.36348933718779,95.89082695390573,18.472662383282056,9.280452010825687,PXD,0,0,60.36999893188477,61.7599983215332
2020-04-07,81.29000091552734,84.26000213623047,74.79000091552734,75.30999755859375,74.03370666503906,2989300,9.470001220703125,0.07355671213987214,73.82999877929687,72.71030626327413,97.54219947658821,80.10549347255228,17.436706004035926,16.399948949885708,PXD,0,0,75.30999755859375,74.68000030517578
2020-04-22,77.58999633789062,80.73999786376953,77.08000183105469,80.66000366210938,79.29303741455078,3361100,3.6599960327148438,0.0766150577189979,74.63000030517578,75.25656195734473,90.7342395340994,77.73940911709838,12.994830417001026,15.177529408989297,PXD,0,0,80.66000366210938,80.33000183105469
2020-04-24,80.66999816894531,80.66999816894531,74.68000030517578,77.44999694824219,76.13744354248047,2983400,5.989997863769531,0.010700813230611894,76.43399963378906,76.18511162266778,89.83477607146338,77.82866771534066,12.006108356122724,14.614990040612199,PXD,0,0,77.44999694824219,76.62999725341797
2020-04-27,76.20999908447266,82.95999908447266,73.51000213623047,81.86000061035156,80.47270202636719,2612100,9.449996948242188,0.1484288109165064,78.55,77.1309264539484,89.5394122722715,78.13877024572864,11.400642026542869,14.293555239205256,PXD,0,0,81.86000061035156,81.83000183105469
2020-05-04,81.19999694824219,83.1500015258789,80.55999755859375,83.05999755859375,81.6523666381836,3474600,2.5900039672851562,0.014659189788729599,85.56999969482422,82.00713753262397,88.84817957978076,80.55264352741531,8.295536052365449,12.231711642091552,PXD,0,0,83.05999755859375,82.76000213623047
2020-05-05,88.04000091552734,89.30000305175781,82.0,82.4800033569336,81.08219909667969,2040800,7.3000030517578125,-0.003383352002614526,85.51399993896484,82.08594850334225,88.61232009001856,80.70090197584054,7.911418114178019,11.799682289300192,PXD,0,0,82.4800033569336,81.41999816894531
2020-05-07,85.01000213623047,91.41999816894531,85.01000213623047,87.0199966430664,85.54524993896484,2296900,6.409996032714844,-0.02564101895651194,83.46199951171874,82.87274171103412,88.31145045220697,81.26715895179863,7.044291500408335,10.943774759407374,PXD,0,0,87.0199966430664,85.98999786376953
2020-05-15,81.58000183105469,85.16000366210938,81.58000183105469,82.86000061035156,81.45575714111328,1899500,3.5800018310546875,-0.07923098669337181,82.58399963378906,83.08861625949999,87.37177071151558,82.12697566229052,5.244795049225061,8.497587614939784,PXD,0,0,82.86000061035156,82.80000305175781
2020-05-21,93.0,93.69000244140624,91.77999877929688,92.93000030517578,91.3551025390625,2505800,1.9100036621093608,0.1303979159458557,90.25,87.77829102515138,88.0349868183513,84.86347315336036,3.1715136649909397,6.894298306307682,PXD,0,0,92.93000030517578,92.91000366210938
2020-06-24,94.9499969482422,95.87000274658205,91.72000122070312,92.16000366210938,90.59814453125,2057800,4.1500015258789205,-0.02207135204222388,94.4280014038086,96.05189288214373,93.66608601930393,95.4033847542965,-1.7372987349925637,-0.9412647934390069,PXD,0,0,92.16000366210938,91.4800033569336
2020-07-13,93.33999633789062,93.54000091552734,90.1999969482422,91.0,89.98368835449219,1545200,3.340003967285142,-0.07820104825994212,93.51600036621093,94.42377116577853,94.16228434172507,95.03341600437771,-0.871131662652644,-1.2465608286447019,PXD,0,0,91.0,91.4800033569336
2020-07-15,96.9499969482422,98.20999908447266,95.62999725341795,96.58999633789062,95.51126098632812,1834500,2.5800018310547017,0.0,93.43400115966797,94.95650765228763,94.30561630836765,95.19764438442772,-0.8920280760600718,-1.1766644414227432,PXD,0,0,96.58999633789062,96.8000030517578
2020-08-04,97.58999633789062,100.37999725341795,97.20999908447266,99.5199966430664,98.40853881835938,1614300,3.1699981689452983,0.03076124442489614,97.73399810791015,98.02048133997495,96.0235370344221,97.37416965294683,-1.3506326185247275,-1.3217714061297845,PXD,0,0,99.5199966430664,99.68000030517578
2020-08-05,101.6500015258789,103.98999786376952,99.5999984741211,102.6500015258789,101.50357818603516,2172600,4.389999389648423,0.041708908868654415,98.55599822998047,98.79206803762561,96.26896174850397,97.78000287394161,-1.511041125437643,-1.3406983780605704,PXD,0,0,102.6500015258789,102.72000122070312
2020-08-06,101.88999938964844,103.87000274658205,101.68000030517578,102.36000061035156,101.2168197631836,1322300,2.190002441406264,0.06791861380339692,99.85799865722656,99.38672346641326,96.49455587184936,98.13231039212701,-1.6377545202776531,-1.3704039922822786,PXD,0,0,102.36000061035156,102.51000213623048
2020-08-14,108.9499969482422,110.9000015258789,108.61000061035156,110.7300033569336,109.49334716796876,1032900,2.2900009155273438,0.061852809706872236,109.34400024414063,105.8207465979648,98.95193815235424,102.18360626544391,-3.2316681130896683,-1.9612155326596785,PXD,0,0,110.7300033569336,110.63999938964844
2020-09-15,93.87000274658205,95.6999969482422,93.54000091552734,94.62999725341795,93.57315063476562,1286800,2.159996032714858,0.0028613653211420065,93.61999816894532,96.60914088444926,99.47214023982961,99.36231815727686,0.10982208255275339,-1.6158461882730049,PXD,0,0,94.62999725341795,95.0999984741211
2020-09-16,95.3499984741211,99.31999969482422,95.08000183105469,97.5500030517578,96.46054077148438,2134600,4.239997863769531,0.009834388539176953,93.80999908447265,96.76595124566735,99.40094996357644,99.22290930300616,0.17804066057027512,-1.4364575033886768,PXD,0,0,97.5500030517578,98.2300033569336
2020-09-25,85.56999969482422,86.5,84.54000091552734,85.9000015258789,84.9406509399414,1219000,1.9599990844726562,-0.10315308602393936,88.75999908447265,91.54804326939689,97.36819338688116,95.39838044184307,1.9698129450380861,-0.10364062327652293,PXD,0,0,85.9000015258789,86.55999755859375
2020-10-01,84.83000183105469,86.22000122070312,83.98999786376953,84.56999969482422,84.14959716796875,1529900,2.2300033569335938,-0.016866743049797628,86.23399963378907,88.70493558382691,95.81210808479902,92.87872625177714,2.9333818330218833,0.822152838669487,PXD,0,0,84.56999969482422,83.77999877929688
2020-10-07,88.01000213623047,89.68000030517578,87.22000122070312,88.94000244140625,88.49787139892578,1050400,2.4599990844726562,0.034306382286632076,87.48000030517578,88.51275086124505,94.75041672447895,91.61470016651295,3.1357165579660062,1.6095799934167154,PXD,0,0,88.94000244140625,89.31999969482422
2020-10-15,88.26000213623047,92.37000274658205,87.31999969482422,92.22000122070312,91.76156616210938,854900,5.050003051757827,0.03062136997194531,89.44199981689454,89.3530340562354,93.68864561342762,90.84034064845508,2.8483049649725416,2.2786832134225117,PXD,0,0,92.22000122070312,93.3499984741211
2020-10-16,91.98999786376952,92.3000030517578,90.22000122070312,90.26000213623048,89.81130981445312,1013000,2.0800018310546733,0.024866606472312203,89.88000030517578,89.50419540290126,93.56165881017802,90.7956992244378,2.7659595857402195,2.3274108506542825,PXD,0,0,90.26000213623048,90.08999633789062
2020-10-22,78.47000122070312,83.5,76.58000183105469,83.0,82.58740234375,5712900,6.9199981689453125,-0.09997828287010657,84.45600128173828,85.95530305912862,92.07128120007597,88.61585753500913,3.4554236650668457,2.619838598619128,PXD,0,0,83.0,83.5
2020-10-23,83.80000305175781,86.2699966430664,83.18000030517578,85.54000091552734,85.11477661132812,2868100,3.089996337890625,-0.05229333825358817,83.51200103759766,85.88608603519509,91.82938191797804,88.37925317966437,3.4501287383136656,2.702867612588582,PXD,0,0,85.54000091552734,85.98999786376953
2020-11-06,79.93000030517578,81.37000274658203,77.0999984741211,77.33999633789062,76.95553588867188,2205200,4.2700042724609375,-0.027903436010450422,81.08399963378906,81.5934025936193,88.49451047139785,84.36533060184573,4.129179869552118,3.482287583180065,PXD,0,0,77.33999633789062,78.55000305175781
2020-11-25,110.0,111.19000244140624,108.33000183105469,109.95999908447266,109.4133758544922,1690800,2.8600006103515483,0.16224495559919117,103.64999847412109,99.0669683011741,91.8707839297627,93.37632218019169,-1.505538250428998,1.5950176641419092,PXD,0,0,109.95999908447266,110.88999938964844
2020-11-27,109.62000274658205,111.54000091552734,109.13999938964844,110.06999969482422,109.52283477783205,1109200,2.4000015258789062,0.13908727504311447,106.33799896240234,100.90080686678245,92.54482897195257,94.66045121977882,-2.115622247826252,1.2239536729450928,PXD,0,0,110.06999969482422,110.5
2020-11-30,108.58999633789062,108.69000244140624,100.2699966430664,100.58000183105469,100.08000946044922,3450500,8.42000579833983,0.04978608037513421,107.29199981689453,100.84733936082782,92.8424279726244,95.11580126680005,-2.2733732941756415,0.8742209762330192,PXD,0,0,100.58000183105469,100.66000366210938
2020-12-07,112.72000122070312,112.72000122070312,109.6500015258789,110.27999877929688,109.7317886352539,2052800,3.0699996948242188,0.09644063012023385,106.20399932861328,104.75734450904929,95.18345863774763,98.94789344349677,-3.764434805749133,-0.7342734677750757,PXD,0,0,110.27999877929688,110.88999938964844
2020-12-10,113.72000122070312,119.5199966430664,113.72000122070312,118.79000091552734,118.1994857788086,1991900,5.799995422363281,0.12757478424709778,114.36599884033203,109.54054639732443,97.39972353136311,102.57780136062608,-5.178077829262975,-1.8147000114123708,PXD,0,0,118.79000091552734,121.7300033569336
2020-12-14,118.04000091552734,118.20999908447266,111.91000366210938,113.11000061035156,112.54772186279295,1965800,6.299995422363281,0.025661964163357975,115.23399963378907,110.97287950192614,98.62963392032083,104.31049349232316,-5.680859572002333,-2.5333983714803554,PXD,0,0,113.11000061035156,114.36000061035156
2021-01-04,115.0199966430664,116.37000274658205,111.81999969482422,113.4800033569336,113.4800033569336,1631300,4.550003051757827,0.013840711815436668,112.64600067138672,112.70933568594607,104.2234040785874,109.9062574807209,-5.682853402133503,-5.077217827629196,PXD,0,0,113.4800033569336,113.88999938964844
2021-01-15,130.89999389648438,130.96000671386722,126.30999755859376,127.37999725341795,127.37999725341795,2783700,4.650009155273452,-0.029411826258626372,131.4459976196289,126.94797505584758,111.6375408038759,120.28856894855018,-8.651028144674285,-6.758227853485932,PXD,0,0,127.37999725341795,130.17999267578122
2021-01-19,128.72000122070312,132.97000122070312,128.27000427246094,132.03999328613278,132.03999328613278,2796800,4.6999969482421875,0.004717661891841418,131.56999664306642,127.79664476089512,112.3931871964123,121.19252466682578,-8.799337470413477,-6.962338815178686,PXD,0,0,132.03999328613278,132.3800048828125
