Date,open,high,low,close,adj_close,volume
2019-01-22,73.76000213623047,74.5,72.7699966430664,73.47000122070312,70.34913635253906,1790200
2019-01-23,73.94999694824219,74.16000366210938,71.44999694824219,72.37999725341797,69.30542755126953,1046300
2019-01-24,72.26000213623047,73.95999908447266,71.93000030517578,73.2699966430664,70.15762329101562,842200
2019-01-25,73.87999725341797,76.11000061035156,73.80000305175781,75.69999694824219,72.4843978881836,1318000
2019-01-28,74.37999725341797,75.0999984741211,73.66999816894531,74.70999908447266,71.53645324707031,1016100
2019-01-29,75.5199966430664,76.01000213623047,74.5999984741211,75.02999877929688,71.84286499023438,922900
2019-01-30,75.30999755859375,76.5199966430664,74.45999908447266,76.37000274658203,73.1259536743164,1076600
2019-01-31,76.3499984741211,77.0999984741211,74.62000274658203,75.33999633789062,72.13969421386719,1419300
2019-02-01,76.0199966430664,76.80000305175781,74.52999877929688,76.16999816894531,72.93444061279297,1232700
2019-02-04,75.11000061035156,76.61000061035156,74.62000274658203,76.27999877929688,73.03974914550781,952300
2019-02-05,76.20999908447266,76.68000030517578,75.37000274658203,75.63999938964844,72.42694854736328,635300
2019-02-06,74.9000015258789,75.83000183105469,74.41000366210938,74.7699966430664,71.59391021728516,761600
2019-02-07,74.06999969482422,74.06999969482422,71.02999877929688,71.55999755859375,68.520263671875,1508100
2019-02-08,71.68000030517578,72.0,69.8499984741211,70.62000274658203,67.62019348144531,1649200
2019-02-11,70.19000244140625,72.7300033569336,69.93000030517578,72.2699966430664,69.20010375976562,1219900
2019-02-12,73.69000244140625,74.66000366210938,72.52999877929688,72.9000015258789,69.8033447265625,928700
2019-02-13,73.01000213623047,75.0,73.01000213623047,74.30999755859375,71.1534423828125,1073400
2019-02-14,73.69000244140625,75.44000244140625,73.23999786376953,74.87000274658203,71.86373138427734,1229000
2019-02-15,75.91999816894531,76.19999694824219,74.19000244140625,75.98999786376953,72.93875885009766,1516100
2019-02-19,75.27999877929688,76.08999633789062,74.31999969482422,75.06999969482422,72.05569458007812,1204100
2019-02-20,75.05999755859375,76.73999786376953,74.80000305175781,76.41999816894531,73.35147857666016,1628600
2019-02-21,74.9800033569336,76.18000030517578,71.87999725341797,73.31999969482422,70.3759765625,3365100
2019-02-22,73.91999816894531,75.22000122070312,73.45999908447266,74.18000030517578,71.2014389038086,1572800
