Date,open,high,low,close,adj_close,volume,high_low,pct_change,mdav5,ema5,ema26,ema12,macd,macd_signalline,Ticker,hour,minute
2019-01-22,94.61000061035156,95.4000015258789,92.81999969482422,93.0,85.1943359375,4733500,2.5800018310546875,,,,,,,,PSX,0,0
2019-01-23,93.29000091552734,93.79000091552734,92.20999908447266,92.62999725341795,84.85538482666016,2542400,1.5800018310546875,,,,,,,,PSX,0,0
2019-01-24,92.5,93.02999877929688,91.33000183105469,91.33000183105469,83.66450500488281,3194000,1.6999969482421875,,,,,,,,PSX,0,0
2019-01-25,92.25,93.62000274658205,91.61000061035156,93.0199966430664,85.212646484375,2044800,2.010002136230483,,,,,,,,PSX,0,0
2019-01-28,92.0,93.0500030517578,91.91000366210938,92.5,84.73629760742188,2349500,1.1399993896484233,,92.49599914550781,92.48249751935592,,,,,PSX,0,0
2019-01-29,92.7300033569336,93.69000244140624,91.88999938964844,93.3499984741211,85.51496124267578,2056500,1.8000030517577983,0.003763458000435538,92.56599884033203,92.69988295405844,,,,,PSX,0,0
2019-01-30,94.04000091552734,95.25,93.6500015258789,94.52999877929688,86.59590911865234,3093300,1.5999984741210938,0.020511653981037048,92.94599914550781,93.12298121898118,,,,,PSX,0,0
2019-01-31,96.0999984741211,96.5999984741211,95.06999969482422,95.41000366210938,87.40206909179688,4044500,1.529998779296875,0.0446732349243677,93.76199951171876,93.61966421726399,,,,,PSX,0,0
2019-02-01,95.56999969482422,95.9499969482422,93.41000366210938,94.20999908447266,86.30278778076172,2618100,2.5399932861328267,0.012793186708343951,94.0,93.74170584731702,,,,,PSX,0,0
2019-02-04,93.8000030517578,94.76000213623048,93.20999908447266,94.76000213623048,86.80662536621094,2758500,1.5500030517578267,0.024432596387214955,94.45200042724609,93.9441115457797,,,,,PSX,0,0
2019-02-05,94.76000213623048,95.54000091552734,94.4000015258789,95.16999816894531,87.18219757080078,2849300,1.1399993896484375,0.019496428506746266,94.81600036621094,94.180200753958,,,,,PSX,0,0
2019-02-06,94.6500015258789,95.44000244140624,94.33999633789062,94.41999816894531,86.49516296386719,3127800,1.1000061035156108,-0.0011634054750452316,94.79400024414062,94.22521571751729,,93.94858048362063,,,PSX,0,0
2019-02-07,94.41000366210938,95.20999908447266,91.36000061035156,91.73999786376952,84.04008483886719,5291500,3.8499984741210938,-0.03846572841883933,94.05999908447265,93.768308412862,,93.68589288686648,,,PSX,0,0
2019-02-08,94.91999816894531,95.16999816894531,91.72000122070312,93.5199966430664,85.67068481445312,4248400,3.4499969482421875,-0.007324247368629022,93.9219985961914,93.72342749752985,,93.66695690068646,,,PSX,0,0
2019-02-11,92.98999786376952,95.3499984741211,92.87000274658205,94.2300033569336,86.32110595703125,4229500,2.4799957275390483,-0.005593114662981402,93.81599884033203,93.81371709641968,,93.72891877180437,,,PSX,0,0
2019-02-12,95.25,95.48999786376952,93.91000366210938,94.0,86.11039733886719,2486000,1.579994201660142,-0.012293796919528033,93.58199920654297,93.84653954404959,,93.757794111282,,,PSX,0,0
2019-02-13,94.2699966430664,96.33000183105469,94.08999633789062,96.12000274658205,88.0524673461914,2627100,2.2400054931640625,0.018004525674745198,93.92200012207032,94.24333493324403,,94.00218163641263,,,PSX,0,0
2019-02-14,95.56999969482422,96.2300033569336,95.08999633789062,95.6500015258789,87.62191772460938,2701500,1.1400070190429688,0.042620529151175424,94.7040008544922,94.4869290114765,,94.16825390746992,,,PSX,0,0
2019-02-15,96.0,96.75,95.20999908447266,95.98999786376952,88.67504119873047,2647300,1.5400009155273438,0.03506866311135748,95.19800109863282,94.74553508023762,,94.34757615265067,,,PSX,0,0
2019-02-19,95.44000244140624,96.95999908447266,95.38999938964844,96.75,89.37712860107422,2108000,1.5699996948242188,0.03540295979947472,95.70200042724609,95.08856004841955,,94.57907737159735,,,PSX,0,0
2019-02-20,96.75,98.12999725341795,96.06999969482422,97.4499969482422,90.0237808227539,3586900,2.059997558593736,0.04544612038528317,96.39199981689453,95.49087793267185,,94.85044851896905,,,PSX,0,0
2019-02-21,97.27999877929688,98.2699966430664,96.4000015258789,96.80999755859376,89.43255615234375,2054000,1.8699951171875,0.01567348250136269,96.52999877929688,95.71478707731455,,95.0324694104785,,,PSX,0,0
2019-02-22,97.77999877929688,98.0999984741211,97.0,97.36000061035156,89.94064331054688,2102500,1.0999984741210938,0.026462849092451002,96.8719985961914,95.99319183545474,,95.24527419897326,,,PSX,0,0
2019-02-25,97.1500015258789,97.6999969482422,97.01000213623048,97.29000091552734,89.87596893310547,1661000,0.6899948120117188,0.013543018623285219,97.13199920654297,96.21208010286796,,95.42954918921066,,,PSX,0,0
2019-02-26,97.33000183105469,98.29000091552734,97.18000030517578,97.83999633789062,90.38407135009766,2274400,1.1100006103515625,0.011266223974567557,97.3499984741211,96.48627373646133,,95.64395373665594,,,PSX,0,0
2019-02-27,98.0999984741211,98.83999633789062,97.33000183105469,97.63999938964844,90.19931030273438,1881900,1.5099945068359375,0.0019498123537609047,97.38799896240235,96.68025587565788,95.33364308448333,95.81938848736506,-0.48574540288173296,-0.48574540288173296,PSX,0,0
2019-02-28,97.93000030517578,98.05999755859376,95.94000244140624,96.36000061035156,89.016845703125,2351200,2.1199951171875284,-0.004648312282504952,97.29799957275391,96.62648859485458,95.39312797763986,95.86638801500075,-0.4732600373608875,-0.47917415787076173,PSX,0,0
2019-03-01,96.81999969482422,97.86000061035156,96.45999908447266,97.4800033569336,90.05150604248047,2879000,1.4000015258789062,0.0012326210693291983,97.3220001220703,96.76960927060888,95.51159915753686,96.00528093327247,-0.49368177573560956,-0.4845275223965358,PSX,0,0
2019-03-04,98.41000366210938,98.41000366210938,95.6500015258789,97.27999877929688,89.86673736572266,2386200,2.7600021362304688,-0.00010271452416477089,97.31999969482422,96.85510639930425,95.61004792962368,96.11400791736637,-0.5039599877426895,-0.49017813750155287,PSX,0,0
2019-03-05,97.47000122070312,97.88999938964844,96.81999969482422,97.45999908447266,90.03301239013672,2511900,1.0699996948242188,-0.003884079956977482,97.24400024414062,96.95634835085004,95.71115277106291,96.22786099268461,-0.5167082216216983,-0.49665663231734364,PSX,0,0
2019-03-06,97.45999908447266,98.76000213623048,97.04000091552734,97.5999984741211,90.162353515625,2644600,1.7200012207031392,-0.0004097236108051572,97.23600006103516,97.06400129785186,95.81259630886579,96.3430429789017,-0.5304466700359143,-0.5038681121349484,PSX,0,0
2019-03-07,97.58000183105469,97.70999908447266,95.88999938964844,96.4499969482422,89.0999984741211,3638000,1.8199996948242188,0.0009341239889966158,97.25399932861328,96.96136698287853,95.84626766158257,96.3519584762589,-0.5056908146763277,-0.5042174875826656,PSX,0,0
